CCD积分时间:1.000000 
采样次数:0
内存单元 0:=20000.000000
内存单元 1:=20000.000000
内存单元 2:=20000.000000
内存单元 3:=20000.000000
内存单元 4:=20000.000000
内存单元 5:=20000.000000
内存单元 6:=20000.000000
内存单元 7:=20000.000000
内存单元 8:=20000.000000
内存单元 9:=20000.000000
内存单元 10:=20000.000000
内存单元 11:=20000.000000
内存单元 12:=20000.000000
内存单元 13:=20000.000000
内存单元 14:=20000.000000
内存单元 15:=20000.000000
内存单元 16:=20000.000000
内存单元 17:=20000.000000
内存单元 18:=20000.000000
内存单元 19:=20000.000000
内存单元 20:=20000.000000
内存单元 21:=20000.000000
内存单元 22:=20000.000000
内存单元 23:=20000.000000
内存单元 24:=20000.000000
内存单元 25:=20000.000000
内存单元 26:=20000.000000
内存单元 27:=20000.000000
内存单元 28:=20000.000000
内存单元 29:=20000.000000
内存单元 30:=20000.000000
内存单元 31:=20000.000000
内存单元 32:=20000.000000
内存单元 33:=20000.000000
内存单元 34:=20000.000000
内存单元 35:=20000.000000
内存单元 36:=20000.000000
内存单元 37:=20000.000000
内存单元 38:=20000.000000
内存单元 39:=20000.000000
内存单元 40:=20000.000000
内存单元 41:=20000.000000
内存单元 42:=20000.000000
内存单元 43:=20000.000000
内存单元 44:=20000.000000
内存单元 45:=20000.000000
内存单元 46:=20000.000000
内存单元 47:=20000.000000
内存单元 48:=20000.000000
内存单元 49:=20000.000000
内存单元 50:=20000.000000
内存单元 51:=20000.000000
内存单元 52:=20000.000000
内存单元 53:=20000.000000
内存单元 54:=20000.000000
内存单元 55:=20000.000000
内存单元 56:=20000.000000
内存单元 57:=20000.000000
内存单元 58:=20000.000000
内存单元 59:=20000.000000
内存单元 60:=20000.000000
内存单元 61:=20000.000000
内存单元 62:=20000.000000
内存单元 63:=20000.000000
内存单元 64:=20000.000000
内存单元 65:=20000.000000
内存单元 66:=20000.000000
内存单元 67:=20000.000000
内存单元 68:=20000.000000
内存单元 69:=20000.000000
内存单元 70:=20000.000000
内存单元 71:=20000.000000
内存单元 72:=20000.000000
内存单元 73:=20000.000000
内存单元 74:=20000.000000
内存单元 75:=20000.000000
内存单元 76:=20000.000000
内存单元 77:=20000.000000
内存单元 78:=20000.000000
内存单元 79:=20000.000000
内存单元 80:=20000.000000
内存单元 81:=20000.000000
内存单元 82:=20000.000000
内存单元 83:=20000.000000
内存单元 84:=20000.000000
内存单元 85:=20000.000000
内存单元 86:=20000.000000
内存单元 87:=20000.000000
内存单元 88:=20000.000000
内存单元 89:=20000.000000
内存单元 90:=20000.000000
内存单元 91:=20000.000000
内存单元 92:=20000.000000
内存单元 93:=20000.000000
内存单元 94:=20000.000000
内存单元 95:=20000.000000
内存单元 96:=20000.000000
内存单元 97:=20000.000000
内存单元 98:=20000.000000
内存单元 99:=20000.000000
内存单元 100:=20000.000000
内存单元 101:=20000.000000
内存单元 102:=20000.000000
内存单元 103:=20000.000000
内存单元 104:=20000.000000
内存单元 105:=20000.000000
内存单元 106:=20000.000000
内存单元 107:=20000.000000
内存单元 108:=20000.000000
内存单元 109:=20000.000000
内存单元 110:=20000.000000
内存单元 111:=20000.000000
内存单元 112:=20000.000000
内存单元 113:=20000.000000
内存单元 114:=20000.000000
内存单元 115:=20000.000000
内存单元 116:=20000.000000
内存单元 117:=20000.000000
内存单元 118:=20000.000000
内存单元 119:=20000.000000
内存单元 120:=20000.000000
内存单元 121:=20000.000000
内存单元 122:=20000.000000
内存单元 123:=20000.000000
内存单元 124:=20000.000000
内存单元 125:=20000.000000
内存单元 126:=20000.000000
内存单元 127:=20000.000000
内存单元 128:=20000.000000
内存单元 129:=20000.000000
内存单元 130:=20000.000000
内存单元 131:=20000.000000
内存单元 132:=20000.000000
内存单元 133:=20000.000000
内存单元 134:=20000.000000
内存单元 135:=20000.000000
内存单元 136:=20000.000000
内存单元 137:=20000.000000
内存单元 138:=20000.000000
内存单元 139:=20000.000000
内存单元 140:=20000.000000
内存单元 141:=20000.000000
内存单元 142:=20000.000000
内存单元 143:=20000.000000
内存单元 144:=20000.000000
内存单元 145:=20000.000000
内存单元 146:=20000.000000
内存单元 147:=20000.000000
内存单元 148:=20000.000000
内存单元 149:=20000.000000
内存单元 150:=20000.000000
内存单元 151:=20000.000000
内存单元 152:=20000.000000
内存单元 153:=20000.000000
内存单元 154:=20000.000000
内存单元 155:=20000.000000
内存单元 156:=20000.000000
内存单元 157:=20000.000000
内存单元 158:=20000.000000
内存单元 159:=20000.000000
内存单元 160:=20000.000000
内存单元 161:=20000.000000
内存单元 162:=20000.000000
内存单元 163:=20000.000000
内存单元 164:=20000.000000
内存单元 165:=20000.000000
内存单元 166:=20000.000000
内存单元 167:=20000.000000
内存单元 168:=20000.000000
内存单元 169:=20000.000000
内存单元 170:=20000.000000
内存单元 171:=20000.000000
内存单元 172:=20000.000000
内存单元 173:=20000.000000
内存单元 174:=20000.000000
内存单元 175:=20000.000000
内存单元 176:=20000.000000
内存单元 177:=20000.000000
内存单元 178:=20000.000000
内存单元 179:=20000.000000
内存单元 180:=20000.000000
内存单元 181:=20000.000000
内存单元 182:=20000.000000
内存单元 183:=20000.000000
内存单元 184:=20000.000000
内存单元 185:=20000.000000
内存单元 186:=20000.000000
内存单元 187:=20000.000000
内存单元 188:=20000.000000
内存单元 189:=20000.000000
内存单元 190:=20000.000000
内存单元 191:=20000.000000
内存单元 192:=20000.000000
内存单元 193:=20000.000000
内存单元 194:=20000.000000
内存单元 195:=20000.000000
内存单元 196:=20000.000000
内存单元 197:=20000.000000
内存单元 198:=20000.000000
内存单元 199:=20000.000000
内存单元 200:=20000.000000
内存单元 201:=20000.000000
内存单元 202:=20000.000000
内存单元 203:=20000.000000
内存单元 204:=20000.000000
内存单元 205:=20000.000000
内存单元 206:=20000.000000
内存单元 207:=20000.000000
内存单元 208:=20000.000000
内存单元 209:=20000.000000
